scenario,customer_id,city,preference,autonomy_hours,appliance_count,total_daily_energy_wh,adjusted_daily_energy_wh,simultaneous_power_w,pv_total_power_w,panel_count,battery_count,battery_usable_capacity_wh,inverter_power_w,estimated_quote_total,risk_budget_insufficient
centre_sante,synthetic-customer-025324,mbandaka,autonomy,24,4,2688.13,3360.16,369.0,1100.0,2,4,4352.0,600.0,1920000.0,True
petit_menage,synthetic-customer-025325,kinshasa,balanced,24,3,319.11,398.89,79.0,120.0,1,1,1088.0,600.0,530000.0,False
menage_urbain,synthetic-customer-025326,kinshasa,economy,10,5,4476.57,5595.71,607.0,1650.0,3,5,3000.0,1200.0,1875000.0,False
boutique_froid,synthetic-customer-025327,brazzaville,autonomy,12,4,4951.1,6188.88,511.0,2200.0,4,4,4352.0,2500.0,2770000.0,False
salon_coiffure,synthetic-customer-025328,lubumbashi,autonomy,16,4,2453.12,3066.4,1246.0,1050.0,3,3,3264.0,2500.0,2025000.0,True
centre_sante,synthetic-customer-025329,mbandaka,balanced,24,4,2518.14,3147.67,353.0,1100.0,2,4,4352.0,600.0,1920000.0,True
petit_menage,synthetic-customer-025330,kinshasa,performance,8,3,321.58,401.97,78.0,120.0,1,1,1088.0,600.0,530000.0,False
menage_urbain,synthetic-customer-025331,kinshasa,economy,12,5,2807.0,3508.75,408.0,1100.0,2,4,2400.0,600.0,1400000.0,True
boutique_froid,synthetic-customer-025332,brazzaville,autonomy,24,4,5413.6,6767.0,529.0,2200.0,4,8,8704.0,2500.0,3810000.0,True
salon_coiffure,synthetic-customer-025333,lubumbashi,performance,12,4,3084.1,3855.12,1162.0,1100.0,2,3,3264.0,2500.0,2020000.0,True
centre_sante,synthetic-customer-025334,mbandaka,performance,16,4,2294.83,2868.54,362.0,1100.0,2,2,2176.0,600.0,1400000.0,True
petit_menage,synthetic-customer-025335,kinshasa,economy,24,3,365.65,457.06,86.0,240.0,2,1,600.0,600.0,540000.0,True
menage_urbain,synthetic-customer-025336,kinshasa,economy,16,5,4679.67,5849.59,546.0,2200.0,4,8,4800.0,1200.0,2510000.0,False
boutique_froid,synthetic-customer-025337,brazzaville,performance,8,4,5883.17,7353.96,581.0,2200.0,4,3,3264.0,2500.0,2510000.0,True
salon_coiffure,synthetic-customer-025338,lubumbashi,economy,12,4,2898.4,3623.0,2237.0,1100.0,2,4,2400.0,5000.0,2190000.0,True
centre_sante,synthetic-customer-025339,mbandaka,autonomy,16,4,2858.31,3572.89,378.0,1650.0,3,3,3264.0,600.0,1905000.0,False
petit_menage,synthetic-customer-025340,kinshasa,autonomy,16,3,404.56,505.7,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025341,kinshasa,autonomy,10,5,4379.92,5474.9,528.0,1650.0,3,3,3264.0,1200.0,2005000.0,False
boutique_froid,synthetic-customer-025342,brazzaville,performance,10,4,5359.4,6699.25,535.0,2200.0,4,3,3264.0,2500.0,2510000.0,True
salon_coiffure,synthetic-customer-025343,lubumbashi,balanced,24,4,2292.34,2865.43,1207.0,1050.0,3,3,3264.0,2500.0,2025000.0,True
centre_sante,synthetic-customer-025344,mbandaka,economy,12,4,3141.77,3927.21,497.0,1650.0,3,4,2400.0,1200.0,1745000.0,False
petit_menage,synthetic-customer-025345,kinshasa,balanced,12,3,511.68,639.6,104.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025346,kinshasa,balanced,10,5,3361.17,4201.46,462.0,1650.0,3,2,2176.0,600.0,1645000.0,False
boutique_froid,synthetic-customer-025347,brazzaville,economy,10,4,3906.57,4883.21,405.0,1650.0,3,4,2400.0,1200.0,1745000.0,True
salon_coiffure,synthetic-customer-025348,lubumbashi,economy,24,4,2378.3,2972.88,1252.0,1050.0,3,6,3600.0,2500.0,2025000.0,True
centre_sante,synthetic-customer-025349,mbandaka,autonomy,24,4,2796.43,3495.54,378.0,1650.0,3,4,4352.0,600.0,2165000.0,False
petit_menage,synthetic-customer-025350,kinshasa,balanced,10,3,632.62,790.77,130.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-025351,kinshasa,balanced,10,5,2862.95,3578.69,417.0,1100.0,2,2,2176.0,600.0,1400000.0,True
boutique_froid,synthetic-customer-025352,brazzaville,performance,8,4,3057.84,3822.3,330.0,1100.0,2,2,2176.0,600.0,1400000.0,False
salon_coiffure,synthetic-customer-025353,lubumbashi,balanced,16,4,1456.94,1821.18,1138.0,600.0,3,2,2176.0,2500.0,1475000.0,True
centre_sante,synthetic-customer-025354,mbandaka,economy,10,4,1981.01,2476.26,353.0,1050.0,3,2,1200.0,600.0,1145000.0,False
petit_menage,synthetic-customer-025355,kinshasa,performance,24,3,427.35,534.19,95.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-025356,kinshasa,economy,16,5,4111.32,5139.15,492.0,1650.0,3,7,4200.0,1200.0,2135000.0,True
boutique_froid,synthetic-customer-025357,brazzaville,performance,12,4,2453.38,3066.72,266.0,1050.0,3,2,2176.0,600.0,1405000.0,True
salon_coiffure,synthetic-customer-025358,lubumbashi,performance,16,4,4938.18,6172.73,2237.0,1650.0,3,5,5440.0,5000.0,3215000.0,True
centre_sante,synthetic-customer-025359,mbandaka,economy,24,4,2491.48,3114.35,362.0,1100.0,2,6,3600.0,600.0,1660000.0,False
petit_menage,synthetic-customer-025360,kinshasa,balanced,16,3,512.16,640.2,114.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025361,kinshasa,performance,24,5,2893.18,3616.47,362.0,1100.0,2,4,4352.0,600.0,1920000.0,False
boutique_froid,synthetic-customer-025362,brazzaville,balanced,24,4,5532.97,6916.21,526.0,2200.0,4,8,8704.0,2500.0,3810000.0,True
salon_coiffure,synthetic-customer-025363,lubumbashi,autonomy,12,4,2578.04,3222.55,1237.0,1050.0,3,2,2176.0,2500.0,1765000.0,True
centre_sante,synthetic-customer-025364,mbandaka,autonomy,16,4,2588.73,3235.91,378.0,1100.0,2,3,3264.0,600.0,1660000.0,False
petit_menage,synthetic-customer-025365,kinshasa,autonomy,10,3,385.32,481.65,95.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025366,kinshasa,performance,8,5,3069.86,3837.33,407.0,1650.0,3,2,2176.0,600.0,1645000.0,True
boutique_froid,synthetic-customer-025367,brazzaville,economy,10,4,3852.5,4815.62,381.0,1650.0,3,4,2400.0,1200.0,1745000.0,False
salon_coiffure,synthetic-customer-025368,lubumbashi,performance,10,4,5327.36,6659.2,2186.0,2200.0,4,3,3264.0,5000.0,2940000.0,True
centre_sante,synthetic-customer-025369,mbandaka,economy,10,4,2548.19,3185.24,369.0,1100.0,2,3,1800.0,600.0,1270000.0,False
petit_menage,synthetic-customer-025370,kinshasa,performance,24,3,360.77,450.96,79.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025371,kinshasa,economy,16,5,3611.15,4513.94,522.0,1650.0,3,6,3600.0,1200.0,2005000.0,False
boutique_froid,synthetic-customer-025372,brazzaville,autonomy,24,4,4561.94,5702.42,466.0,1650.0,3,6,6528.0,1200.0,2785000.0,True
salon_coiffure,synthetic-customer-025373,lubumbashi,autonomy,24,4,5156.64,6445.8,2186.0,2200.0,4,7,7616.0,5000.0,3980000.0,True
centre_sante,synthetic-customer-025374,mbandaka,balanced,10,4,2596.51,3245.64,369.0,1100.0,2,2,2176.0,600.0,1400000.0,True
petit_menage,synthetic-customer-025375,kinshasa,performance,12,3,350.97,438.71,86.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025376,kinshasa,autonomy,24,5,4592.19,5740.24,528.0,2200.0,4,6,6528.0,1200.0,3030000.0,True
boutique_froid,synthetic-customer-025377,brazzaville,economy,16,4,3877.65,4847.06,390.0,1650.0,3,7,4200.0,1200.0,2135000.0,True
salon_coiffure,synthetic-customer-025378,lubumbashi,performance,24,4,1792.94,2241.18,1198.0,700.0,2,3,3264.0,2500.0,1750000.0,False
centre_sante,synthetic-customer-025379,mbandaka,performance,24,4,2636.87,3296.09,369.0,1100.0,2,4,4352.0,600.0,1920000.0,False
petit_menage,synthetic-customer-025380,kinshasa,autonomy,10,3,344.76,430.95,79.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025381,kinshasa,autonomy,24,5,4680.2,5850.25,597.0,2200.0,4,7,7616.0,1200.0,3290000.0,True
boutique_froid,synthetic-customer-025382,brazzaville,performance,16,4,5595.51,6994.39,581.0,2200.0,4,5,5440.0,2500.0,3030000.0,True
salon_coiffure,synthetic-customer-025383,lubumbashi,autonomy,24,4,2894.37,3617.96,1207.0,1100.0,2,4,4352.0,2500.0,2280000.0,False
centre_sante,synthetic-customer-025384,mbandaka,autonomy,10,4,2385.9,2982.38,362.0,1100.0,2,2,2176.0,600.0,1400000.0,False
petit_menage,synthetic-customer-025385,kinshasa,performance,8,3,435.24,544.05,95.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025386,kinshasa,balanced,24,5,3510.21,4387.76,498.0,1650.0,3,5,5440.0,1200.0,2525000.0,False
boutique_froid,synthetic-customer-025387,brazzaville,economy,12,4,3895.16,4868.95,399.0,1650.0,3,5,3000.0,1200.0,1875000.0,True
salon_coiffure,synthetic-customer-025388,lubumbashi,balanced,24,4,1875.98,2344.97,1177.0,700.0,2,3,3264.0,2500.0,1750000.0,False
centre_sante,synthetic-customer-025389,mbandaka,autonomy,8,4,2212.43,2765.54,362.0,1050.0,3,1,1088.0,600.0,1145000.0,False
petit_menage,synthetic-customer-025390,kinshasa,autonomy,10,3,379.89,474.86,95.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025391,kinshasa,economy,16,5,4740.39,5925.49,582.0,2200.0,4,8,4800.0,1200.0,2510000.0,True
boutique_froid,synthetic-customer-025392,brazzaville,economy,16,4,4423.12,5528.9,451.0,1650.0,3,7,4200.0,1200.0,2135000.0,True
salon_coiffure,synthetic-customer-025393,lubumbashi,balanced,24,4,2201.75,2752.19,1147.0,1050.0,3,3,3264.0,2500.0,2025000.0,False
centre_sante,synthetic-customer-025394,mbandaka,autonomy,8,4,1885.43,2356.79,298.0,1050.0,3,1,1088.0,600.0,1145000.0,False
petit_menage,synthetic-customer-025395,kinshasa,balanced,10,3,414.26,517.83,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025396,kinshasa,autonomy,10,5,3943.96,4929.95,516.0,1650.0,3,3,3264.0,1200.0,2005000.0,False
boutique_froid,synthetic-customer-025397,brazzaville,balanced,10,4,3871.62,4839.52,390.0,1650.0,3,3,3264.0,1200.0,2005000.0,False
salon_coiffure,synthetic-customer-025398,lubumbashi,performance,16,4,1979.82,2474.78,1147.0,700.0,2,2,2176.0,2500.0,1490000.0,True
centre_sante,synthetic-customer-025399,mbandaka,performance,10,4,2395.48,2994.35,353.0,1100.0,2,2,2176.0,600.0,1400000.0,False
petit_menage,synthetic-customer-025400,kinshasa,balanced,12,3,426.28,532.85,96.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025401,kinshasa,autonomy,10,5,3173.92,3967.4,413.0,1650.0,3,2,2176.0,600.0,1645000.0,False
boutique_froid,synthetic-customer-025402,brazzaville,performance,24,4,5789.43,7236.79,590.0,2200.0,4,8,8704.0,2500.0,3810000.0,True
salon_coiffure,synthetic-customer-025403,lubumbashi,balanced,8,4,2422.0,3027.5,2207.0,1050.0,3,2,2176.0,5000.0,2195000.0,True
centre_sante,synthetic-customer-025404,mbandaka,balanced,24,4,2403.57,3004.46,399.0,1100.0,2,4,4352.0,600.0,1920000.0,False
petit_menage,synthetic-customer-025405,kinshasa,autonomy,16,3,523.45,654.31,104.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025406,kinshasa,performance,12,5,2626.97,3283.71,353.0,1100.0,2,2,2176.0,600.0,1400000.0,False
boutique_froid,synthetic-customer-025407,brazzaville,economy,10,4,2478.46,3098.07,269.0,1050.0,3,3,1800.0,600.0,1275000.0,False
salon_coiffure,synthetic-customer-025408,lubumbashi,autonomy,10,4,2135.8,2669.75,1171.0,700.0,2,2,2176.0,2500.0,1490000.0,False
centre_sante,synthetic-customer-025409,mbandaka,performance,12,4,3217.62,4022.02,488.0,1650.0,3,3,3264.0,1200.0,2005000.0,True
petit_menage,synthetic-customer-025410,kinshasa,performance,16,3,386.38,482.98,79.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025411,kinshasa,performance,10,5,3024.19,3780.24,422.0,1100.0,2,2,2176.0,600.0,1400000.0,True
boutique_froid,synthetic-customer-025412,brazzaville,autonomy,12,4,2580.96,3226.2,269.0,1100.0,2,2,2176.0,600.0,1400000.0,True
salon_coiffure,synthetic-customer-025413,lubumbashi,balanced,8,4,1864.1,2330.12,1201.0,700.0,2,1,4352.0,2500.0,1730000.0,True
centre_sante,synthetic-customer-025414,mbandaka,economy,12,4,2183.03,2728.79,353.0,1050.0,3,3,1800.0,600.0,1275000.0,False
petit_menage,synthetic-customer-025415,kinshasa,autonomy,8,3,362.4,453.0,79.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-025416,kinshasa,performance,24,5,2727.19,3408.99,362.0,1100.0,2,4,4352.0,600.0,1920000.0,True
boutique_froid,synthetic-customer-025417,brazzaville,economy,16,4,3771.78,4714.72,381.0,1650.0,3,6,3600.0,1200.0,2005000.0,True
salon_coiffure,synthetic-customer-025418,lubumbashi,performance,12,4,2161.67,2702.09,1216.0,700.0,2,2,2176.0,2500.0,1490000.0,False
centre_sante,synthetic-customer-025419,mbandaka,performance,10,4,2594.1,3242.63,369.0,1100.0,2,2,2176.0,600.0,1400000.0,True
petit_menage,synthetic-customer-025420,kinshasa,balanced,12,3,375.41,469.26,78.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025421,kinshasa,performance,10,5,3422.39,4277.99,458.0,1650.0,3,2,2176.0,600.0,1645000.0,False
boutique_froid,synthetic-customer-025422,brazzaville,performance,10,4,3691.04,4613.8,390.0,1650.0,3,3,3264.0,1200.0,2005000.0,False
salon_coiffure,synthetic-customer-025423,lubumbashi,autonomy,10,4,3770.23,4712.79,1222.0,1650.0,3,3,3264.0,2500.0,2265000.0,False
centre_sante,synthetic-customer-025424,mbandaka,autonomy,8,4,1988.53,2485.66,298.0,1050.0,3,1,1088.0,600.0,1145000.0,True
petit_menage,synthetic-customer-025425,kinshasa,performance,12,3,440.18,550.22,96.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025426,kinshasa,economy,12,5,3215.08,4018.85,458.0,1650.0,3,4,2400.0,600.0,1645000.0,False
boutique_froid,synthetic-customer-025427,brazzaville,performance,8,4,2620.47,3275.59,275.0,1100.0,2,2,2176.0,600.0,1400000.0,False
salon_coiffure,synthetic-customer-025428,lubumbashi,performance,10,4,1873.38,2341.73,1192.0,700.0,2,2,2176.0,2500.0,1490000.0,True
centre_sante,synthetic-customer-025429,mbandaka,autonomy,12,4,2186.28,2732.85,307.0,1050.0,3,2,2176.0,600.0,1405000.0,True
petit_menage,synthetic-customer-025430,kinshasa,economy,24,3,386.63,483.29,79.0,240.0,2,1,600.0,600.0,540000.0,False
menage_urbain,synthetic-customer-025431,kinshasa,autonomy,10,5,2898.51,3623.14,417.0,1100.0,2,2,2176.0,600.0,1400000.0,True
boutique_froid,synthetic-customer-025432,brazzaville,balanced,10,4,5776.26,7220.33,581.0,2200.0,4,4,4352.0,2500.0,2770000.0,True
salon_coiffure,synthetic-customer-025433,lubumbashi,autonomy,24,4,3320.96,4151.2,1207.0,1100.0,2,5,5440.0,2500.0,2540000.0,True
centre_sante,synthetic-customer-025434,mbandaka,performance,8,4,2280.7,2850.88,344.0,1100.0,2,1,1088.0,600.0,1140000.0,False
petit_menage,synthetic-customer-025435,kinshasa,autonomy,16,3,462.19,577.74,105.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025436,kinshasa,autonomy,8,5,3309.14,4136.43,416.0,1650.0,3,2,2176.0,600.0,1645000.0,False
boutique_froid,synthetic-customer-025437,brazzaville,performance,24,4,3211.17,4013.96,330.0,1650.0,3,5,5440.0,600.0,2425000.0,True
salon_coiffure,synthetic-customer-025438,lubumbashi,economy,8,4,2187.23,2734.04,2132.0,1050.0,3,2,1200.0,5000.0,1935000.0,False
centre_sante,synthetic-customer-025439,mbandaka,balanced,16,4,2318.04,2897.55,362.0,1100.0,2,3,3264.0,600.0,1660000.0,True
petit_menage,synthetic-customer-025440,kinshasa,balanced,8,3,375.48,469.35,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025441,kinshasa,balanced,10,5,3734.54,4668.18,522.0,1650.0,3,3,3264.0,1200.0,2005000.0,False
boutique_froid,synthetic-customer-025442,brazzaville,performance,8,4,5501.5,6876.88,581.0,2200.0,4,3,3264.0,2500.0,2510000.0,True
salon_coiffure,synthetic-customer-025443,lubumbashi,performance,16,4,3388.35,4235.44,1246.0,1100.0,2,3,3264.0,2500.0,2020000.0,True
centre_sante,synthetic-customer-025444,mbandaka,performance,24,4,2627.64,3284.55,369.0,1100.0,2,4,4352.0,600.0,1920000.0,True
petit_menage,synthetic-customer-025445,kinshasa,performance,10,3,597.58,746.98,122.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025446,kinshasa,performance,10,5,2838.63,3548.29,408.0,1100.0,2,2,2176.0,600.0,1400000.0,True
boutique_froid,synthetic-customer-025447,brazzaville,economy,24,4,3769.3,4711.62,381.0,1650.0,3,9,5400.0,1200.0,2395000.0,False
salon_coiffure,synthetic-customer-025448,lubumbashi,performance,8,4,1696.55,2120.69,1162.0,600.0,3,1,4352.0,2500.0,1715000.0,False
centre_sante,synthetic-customer-025449,mbandaka,autonomy,10,4,2927.38,3659.23,433.0,1650.0,3,2,2176.0,600.0,1645000.0,True
petit_menage,synthetic-customer-025450,kinshasa,economy,10,3,385.43,481.79,78.0,240.0,2,1,600.0,600.0,540000.0,False
menage_urbain,synthetic-customer-025451,kinshasa,autonomy,10,5,3073.11,3841.39,477.0,1650.0,3,2,2176.0,600.0,1645000.0,False
boutique_froid,synthetic-customer-025452,brazzaville,performance,16,4,3801.91,4752.39,390.0,1650.0,3,4,4352.0,1200.0,2265000.0,False
salon_coiffure,synthetic-customer-025453,lubumbashi,performance,8,4,2398.05,2997.56,1201.0,1050.0,3,2,2176.0,2500.0,1765000.0,True
centre_sante,synthetic-customer-025454,mbandaka,economy,8,4,2421.59,3026.99,362.0,1100.0,2,2,1200.0,600.0,1140000.0,False
petit_menage,synthetic-customer-025455,kinshasa,autonomy,16,3,339.48,424.35,86.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025456,kinshasa,performance,24,5,4549.15,5686.44,583.0,1650.0,3,6,6528.0,1200.0,2785000.0,True
boutique_froid,synthetic-customer-025457,brazzaville,autonomy,12,4,5303.45,6629.31,517.0,2200.0,4,4,4352.0,2500.0,2770000.0,True
salon_coiffure,synthetic-customer-025458,lubumbashi,economy,8,4,2456.96,3071.2,1213.0,1050.0,3,2,1200.0,2500.0,1505000.0,True
centre_sante,synthetic-customer-025459,mbandaka,performance,10,4,1921.53,2401.91,298.0,1050.0,3,2,2176.0,600.0,1405000.0,True
petit_menage,synthetic-customer-025460,kinshasa,performance,24,3,416.13,520.16,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025461,kinshasa,autonomy,16,5,3210.23,4012.79,416.0,1650.0,3,3,3264.0,600.0,1905000.0,False
boutique_froid,synthetic-customer-025462,brazzaville,economy,16,4,4242.4,5303.0,451.0,1650.0,3,7,4200.0,1200.0,2135000.0,True
salon_coiffure,synthetic-customer-025463,lubumbashi,autonomy,16,4,5104.14,6380.18,2183.0,1650.0,3,5,5440.0,5000.0,3215000.0,True
centre_sante,synthetic-customer-025464,mbandaka,balanced,8,4,2129.77,2662.21,307.0,1050.0,3,1,1088.0,600.0,1145000.0,False
petit_menage,synthetic-customer-025465,kinshasa,balanced,8,3,452.41,565.51,87.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-025466,kinshasa,autonomy,10,5,3071.8,3839.75,407.0,1650.0,3,2,2176.0,600.0,1645000.0,False
boutique_froid,synthetic-customer-025467,brazzaville,economy,10,4,4526.21,5657.76,460.0,1650.0,3,5,3000.0,1200.0,1875000.0,True
salon_coiffure,synthetic-customer-025468,lubumbashi,balanced,12,4,2633.14,3291.42,2228.0,1050.0,3,2,2176.0,5000.0,2195000.0,False
centre_sante,synthetic-customer-025469,mbandaka,balanced,10,4,1946.07,2432.59,298.0,1050.0,3,2,2176.0,600.0,1405000.0,False
petit_menage,synthetic-customer-025470,kinshasa,performance,24,3,368.3,460.38,79.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-025471,kinshasa,autonomy,10,5,3018.59,3773.24,407.0,1100.0,2,2,2176.0,600.0,1400000.0,False
boutique_froid,synthetic-customer-025472,brazzaville,economy,12,4,5882.57,7353.21,596.0,2200.0,4,7,4200.0,2500.0,2640000.0,False
salon_coiffure,synthetic-customer-025473,lubumbashi,autonomy,12,4,2689.55,3361.94,1252.0,1050.0,3,2,2176.0,2500.0,1765000.0,True
centre_sante,synthetic-customer-025474,mbandaka,performance,16,4,3123.04,3903.8,424.0,1650.0,3,3,3264.0,600.0,1905000.0,True
petit_menage,synthetic-customer-025475,kinshasa,balanced,12,3,391.99,489.99,86.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025476,kinshasa,performance,12,5,3421.77,4277.21,452.0,1650.0,3,3,3264.0,600.0,1905000.0,True
boutique_froid,synthetic-customer-025477,brazzaville,economy,16,4,2498.54,3123.18,260.0,1050.0,3,4,2400.0,600.0,1405000.0,True
salon_coiffure,synthetic-customer-025478,lubumbashi,autonomy,10,4,1867.34,2334.18,1192.0,700.0,2,2,2176.0,2500.0,1490000.0,True
centre_sante,synthetic-customer-025479,mbandaka,economy,24,4,2609.22,3261.52,387.0,1100.0,2,7,4200.0,600.0,1790000.0,False
petit_menage,synthetic-customer-025480,kinshasa,autonomy,24,3,319.43,399.29,79.0,120.0,1,1,1088.0,600.0,530000.0,True
menage_urbain,synthetic-customer-025481,kinshasa,balanced,24,5,3058.93,3823.66,416.0,1650.0,3,4,4352.0,600.0,2165000.0,True
boutique_froid,synthetic-customer-025482,brazzaville,economy,16,4,2911.86,3639.82,330.0,1100.0,2,5,3000.0,600.0,1530000.0,True
salon_coiffure,synthetic-customer-025483,lubumbashi,performance,12,4,3330.35,4162.94,2228.0,1100.0,2,3,3264.0,5000.0,2450000.0,False
centre_sante,synthetic-customer-025484,mbandaka,performance,8,4,2756.45,3445.56,378.0,1100.0,2,2,2176.0,600.0,1400000.0,True
petit_menage,synthetic-customer-025485,kinshasa,performance,10,3,471.7,589.62,88.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025486,kinshasa,balanced,24,5,2981.61,3727.01,417.0,1100.0,2,4,4352.0,600.0,1920000.0,True
boutique_froid,synthetic-customer-025487,brazzaville,economy,24,4,5096.8,6371.0,511.0,2200.0,4,13,7800.0,2500.0,3420000.0,True
salon_coiffure,synthetic-customer-025488,lubumbashi,economy,10,4,2460.15,3075.19,2207.0,1050.0,3,3,1800.0,5000.0,2065000.0,True
centre_sante,synthetic-customer-025489,mbandaka,autonomy,16,4,2411.21,3014.01,353.0,1100.0,2,3,3264.0,600.0,1660000.0,True
petit_menage,synthetic-customer-025490,kinshasa,performance,10,3,426.22,532.78,95.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025491,kinshasa,performance,12,5,3019.21,3774.01,398.0,1100.0,2,2,2176.0,600.0,1400000.0,False
boutique_froid,synthetic-customer-025492,brazzaville,economy,10,4,3769.86,4712.32,390.0,1650.0,3,4,2400.0,1200.0,1745000.0,False
salon_coiffure,synthetic-customer-025493,lubumbashi,performance,8,4,2302.86,2878.58,2198.0,1050.0,3,2,2176.0,5000.0,2195000.0,False
centre_sante,synthetic-customer-025494,mbandaka,performance,10,4,2103.76,2629.7,307.0,1050.0,3,2,2176.0,600.0,1405000.0,False
petit_menage,synthetic-customer-025495,kinshasa,balanced,8,3,385.51,481.89,79.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025496,kinshasa,economy,10,5,3584.54,4480.68,467.0,1650.0,3,4,2400.0,600.0,1645000.0,False
boutique_froid,synthetic-customer-025497,brazzaville,performance,8,4,4084.88,5106.1,399.0,1650.0,3,2,2176.0,1200.0,1745000.0,True
salon_coiffure,synthetic-customer-025498,lubumbashi,balanced,8,4,4788.1,5985.12,2138.0,1650.0,3,3,3264.0,5000.0,2695000.0,True
centre_sante,synthetic-customer-025499,mbandaka,performance,24,4,2106.41,2633.01,344.0,1050.0,3,3,3264.0,600.0,1665000.0,False
petit_menage,synthetic-customer-025500,kinshasa,performance,10,3,378.36,472.95,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025501,kinshasa,balanced,8,5,4920.92,6151.15,606.0,2200.0,4,3,3264.0,1200.0,2250000.0,False
boutique_froid,synthetic-customer-025502,brazzaville,economy,16,4,2603.33,3254.16,266.0,1100.0,2,5,3000.0,600.0,1530000.0,True
salon_coiffure,synthetic-customer-025503,lubumbashi,performance,12,4,1964.84,2456.05,1216.0,700.0,2,2,2176.0,2500.0,1490000.0,True
centre_sante,synthetic-customer-025504,mbandaka,performance,16,4,2745.52,3431.9,387.0,1100.0,2,3,3264.0,600.0,1660000.0,True
petit_menage,synthetic-customer-025505,kinshasa,performance,16,3,428.18,535.22,88.0,240.0,2,1,1088.0,600.0,670000.0,True
menage_urbain,synthetic-customer-025506,kinshasa,performance,16,5,4803.97,6004.96,601.0,2200.0,4,5,5440.0,1200.0,2770000.0,True
boutique_froid,synthetic-customer-025507,brazzaville,performance,16,4,2519.55,3149.44,257.0,1050.0,3,3,3264.0,600.0,1665000.0,False
salon_coiffure,synthetic-customer-025508,lubumbashi,economy,24,4,3236.1,4045.12,1192.0,1100.0,2,8,4800.0,2500.0,2280000.0,True
centre_sante,synthetic-customer-025509,mbandaka,autonomy,16,4,2833.39,3541.74,378.0,1650.0,3,3,3264.0,600.0,1905000.0,True
petit_menage,synthetic-customer-025510,kinshasa,autonomy,10,3,563.8,704.75,131.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025511,kinshasa,autonomy,12,5,3405.84,4257.3,452.0,1650.0,3,3,3264.0,600.0,1905000.0,False
boutique_froid,synthetic-customer-025512,brazzaville,performance,8,4,5782.17,7227.71,590.0,2200.0,4,3,3264.0,2500.0,2510000.0,True
salon_coiffure,synthetic-customer-025513,lubumbashi,performance,12,4,2548.85,3186.06,1123.0,1050.0,3,2,2176.0,2500.0,1765000.0,False
centre_sante,synthetic-customer-025514,mbandaka,balanced,24,4,2178.99,2723.74,353.0,1050.0,3,3,3264.0,600.0,1665000.0,False
petit_menage,synthetic-customer-025515,kinshasa,balanced,24,3,463.76,579.7,87.0,240.0,2,1,1088.0,600.0,670000.0,False
menage_urbain,synthetic-customer-025516,kinshasa,performance,24,5,2944.43,3680.54,422.0,1100.0,2,4,4352.0,600.0,1920000.0,True
boutique_froid,synthetic-customer-025517,brazzaville,autonomy,10,4,3802.44,4753.05,396.0,1650.0,3,3,3264.0,1200.0,2005000.0,True
