sample_id,device_id,scenario,region,season,day_period,ambient_temperature_c,humidity_pct,solar_irradiance_w_m2,network_quality,installation_type,battery_age_months,usage_profile,security_risk_zone,latitude,longitude,battery_voltage_v,battery_temperature_c,state_of_charge_pct,movement_detected,tamper_detected,enclosure_opened,connectivity_gap_seconds,solar_power_w,load_power_w,gps_accuracy_m,label_maintenance,label_security,notes
sample-3-normal_operation-20,device-3,normal_operation,forest_south,rainy,day,25.92,96.01,381.84,weak,household_rooftop,17,normal,high,6.143389,1.221448,13.31,33.02,76.19,0,0,0,237,72.19,57.5,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during rainy
sample-3-normal_operation-21,device-3,normal_operation,forest_south,harmattan,night,27.71,69.04,61.57,weak,kiosk_shared,17,intensive,high,6.14855,1.21709,13.11,33.1,66.64,0,0,0,240,21.55,81.0,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during harmattan
sample-3-normal_operation-22,device-3,normal_operation,forest_south,transition,day,26.64,92.57,595.76,weak,household_rooftop,17,low,high,6.144376,1.211089,13.16,33.18,82.44,0,0,0,243,107.62,46.88,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during transition
sample-3-normal_operation-23,device-3,normal_operation,forest_south,dry,day,35.38,75.76,601.95,weak,kiosk_shared,17,normal,high,6.147533,1.215599,13.21,33.28,74.54,0,0,0,246,109.21,65.0,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during dry
sample-3-normal_operation-24,device-3,normal_operation,forest_south,rainy,day,25.06,98.0,347.28,weak,household_rooftop,17,intensive,high,6.141573,1.222113,13.26,33.34,63.64,0,0,0,249,69.06,91.12,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during rainy
sample-3-normal_operation-25,device-3,normal_operation,forest_south,harmattan,night,30.14,61.23,20.0,weak,kiosk_shared,17,low,high,6.135406,1.219397,13.31,33.42,81.84,0,0,0,252,17.3,41.25,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during harmattan
sample-3-normal_operation-26,device-3,normal_operation,forest_south,transition,day,28.49,84.55,555.99,weak,household_rooftop,17,normal,high,6.133235,1.214172,13.11,33.5,72.89,0,0,0,255,103.66,57.5,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during transition
sample-3-normal_operation-27,device-3,normal_operation,forest_south,dry,day,33.66,75.48,631.6,weak,kiosk_shared,17,intensive,high,6.135346,1.209729,13.16,33.58,60.64,0,0,0,258,116.36,81.0,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during dry
sample-3-normal_operation-28,device-3,normal_operation,forest_south,rainy,day,24.68,98.0,375.23,weak,household_rooftop,17,low,high,6.144716,1.205393,13.21,33.66,81.24,0,0,0,261,75.94,46.88,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during rainy
sample-3-normal_operation-29,device-3,normal_operation,forest_south,harmattan,night,29.31,69.32,20.0,weak,kiosk_shared,17,normal,high,6.130134,1.218093,13.26,33.74,71.24,0,0,0,264,19.7,65.0,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during harmattan
sample-3-normal_operation-30,device-3,normal_operation,forest_south,transition,day,26.85,82.54,611.42,weak,household_rooftop,17,intensive,high,6.143269,1.215734,13.31,33.82,57.64,0,0,0,267,114.93,91.12,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during transition
sample-3-normal_operation-31,device-3,normal_operation,forest_south,dry,day,32.89,74.84,605.81,weak,kiosk_shared,17,low,high,6.145749,1.220273,13.11,33.9,80.64,0,0,0,270,114.63,41.25,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during dry
sample-3-normal_operation-32,device-3,normal_operation,forest_south,rainy,day,28.31,95.92,354.19,weak,household_rooftop,17,normal,high,6.142931,1.224033,13.16,33.98,69.59,0,0,0,273,74.97,57.5,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during rainy
sample-3-normal_operation-33,device-3,normal_operation,forest_south,harmattan,night,29.7,56.95,69.9,weak,kiosk_shared,17,intensive,high,6.135735,1.211094,13.21,34.06,54.64,0,0,0,276,30.08,81.0,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during harmattan
sample-3-normal_operation-34,device-3,normal_operation,forest_south,transition,day,28.75,91.74,561.96,weak,household_rooftop,17,low,high,6.13878,1.210084,13.26,34.14,80.04,0,0,0,279,109.41,46.88,8.0,0,0,MVP v2 scenario for normal_operation in forest_south during transition
sample-3-battery_degradation-1,device-3,battery_degradation,forest_south,harmattan,night,31.82,70.19,58.23,weak,kiosk_shared,17,low,high,6.145697,1.218591,11.71,34.0,60.64,0,0,0,180,8.09,41.25,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-3-battery_degradation-2,device-3,battery_degradation,forest_south,transition,day,27.05,80.28,578.59,weak,household_rooftop,17,normal,high,6.138469,1.206053,11.76,34.08,60.09,0,0,0,183,83.62,57.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-3-battery_degradation-3,device-3,battery_degradation,forest_south,dry,day,34.61,68.59,611.35,weak,kiosk_shared,17,intensive,high,6.139842,1.212884,11.81,34.16,58.64,0,0,0,186,88.93,81.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-3-battery_degradation-4,device-3,battery_degradation,forest_south,rainy,day,26.99,98.0,366.69,weak,household_rooftop,17,low,high,6.148073,1.216123,11.86,34.24,60.04,0,0,0,189,54.3,46.88,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-3-battery_degradation-5,device-3,battery_degradation,forest_south,harmattan,night,28.84,70.89,31.73,weak,kiosk_shared,17,normal,high,6.142871,1.209192,11.91,34.32,58.44,0,0,0,192,6.67,65.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-3-battery_degradation-6,device-3,battery_degradation,forest_south,transition,day,27.12,86.28,570.52,weak,household_rooftop,17,intensive,high,6.135214,1.222311,11.71,34.4,55.64,0,0,0,195,84.85,91.12,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-3-battery_degradation-7,device-3,battery_degradation,forest_south,dry,day,31.83,74.1,640.89,weak,kiosk_shared,17,low,high,6.13351,1.2093,11.76,34.48,59.44,0,0,0,198,95.59,41.25,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-3-battery_degradation-8,device-3,battery_degradation,forest_south,rainy,day,26.66,97.32,336.65,weak,household_rooftop,17,normal,high,6.134753,1.213468,11.81,34.56,56.79,0,0,0,201,52.38,57.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-3-battery_degradation-9,device-3,battery_degradation,forest_south,harmattan,night,30.44,60.6,51.38,weak,kiosk_shared,17,intensive,high,6.135262,1.209498,11.86,34.64,52.64,0,0,0,204,11.9,81.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-3-battery_degradation-10,device-3,battery_degradation,forest_south,transition,day,26.22,84.86,610.62,weak,household_rooftop,17,low,high,6.138845,1.216555,11.91,34.72,58.84,0,0,0,207,93.03,46.88,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-3-battery_degradation-11,device-3,battery_degradation,forest_south,dry,day,34.4,71.17,645.15,weak,kiosk_shared,17,normal,high,6.14587,1.207393,11.71,34.8,55.14,0,0,0,210,98.6,65.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-3-battery_degradation-12,device-3,battery_degradation,forest_south,rainy,day,26.24,98.0,383.61,weak,household_rooftop,17,intensive,high,6.140516,1.223586,11.76,34.88,49.64,0,0,0,213,61.54,91.12,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-3-battery_degradation-13,device-3,battery_degradation,forest_south,harmattan,night,28.94,61.6,20.0,weak,kiosk_shared,17,low,high,6.14422,1.212108,11.81,34.96,58.24,0,0,0,216,9.78,41.25,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-3-battery_degradation-14,device-3,battery_degradation,forest_south,transition,day,26.07,89.38,569.04,weak,household_rooftop,17,normal,high,6.130778,1.223159,11.86,35.04,53.49,0,0,0,219,89.44,57.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-3-battery_degradation-15,device-3,battery_degradation,forest_south,dry,day,32.83,68.78,590.51,weak,kiosk_shared,17,intensive,high,6.13511,1.215076,11.91,35.12,46.64,0,0,0,222,93.13,81.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-3-battery_degradation-16,device-3,battery_degradation,forest_south,rainy,day,25.14,96.29,330.7,weak,household_rooftop,17,low,high,6.130631,1.210597,11.71,35.2,57.64,0,0,0,225,56.32,46.88,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-3-battery_degradation-17,device-3,battery_degradation,forest_south,harmattan,night,31.94,57.2,59.06,weak,kiosk_shared,17,normal,high,6.149341,1.214019,11.76,35.28,51.84,0,0,0,228,17.8,65.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-3-battery_degradation-18,device-3,battery_degradation,forest_south,transition,day,26.26,87.96,608.84,weak,household_rooftop,17,intensive,high,6.143609,1.220073,11.81,35.36,43.64,0,0,0,231,97.57,91.12,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-3-battery_degradation-19,device-3,battery_degradation,forest_south,dry,day,34.57,74.47,641.59,weak,kiosk_shared,17,low,high,6.130031,1.205463,11.86,35.44,57.04,0,0,0,234,102.89,41.25,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-3-battery_degradation-20,device-3,battery_degradation,forest_south,rainy,day,25.81,98.0,338.47,weak,household_rooftop,17,normal,high,6.144928,1.211404,11.91,35.52,50.19,0,0,0,237,59.84,57.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-3-battery_degradation-21,device-3,battery_degradation,forest_south,harmattan,night,32.48,59.07,60.85,weak,kiosk_shared,17,intensive,high,6.142632,1.209612,11.71,35.6,40.64,0,0,0,240,20.46,81.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-3-battery_degradation-22,device-3,battery_degradation,forest_south,transition,day,30.11,82.85,614.27,weak,household_rooftop,17,low,high,6.149112,1.218821,11.76,35.68,56.44,0,0,0,243,100.75,46.88,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-3-battery_degradation-23,device-3,battery_degradation,forest_south,dry,day,33.18,66.73,642.3,weak,kiosk_shared,17,normal,high,6.131369,1.222234,11.81,35.76,48.54,0,0,0,246,105.39,65.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-3-battery_degradation-24,device-3,battery_degradation,forest_south,rainy,day,27.32,98.0,356.52,weak,household_rooftop,17,intensive,high,6.13437,1.218268,11.86,35.84,37.64,0,0,0,249,64.84,91.12,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-3-battery_degradation-25,device-3,battery_degradation,forest_south,harmattan,night,28.65,58.8,69.95,weak,kiosk_shared,17,low,high,6.139497,1.21605,11.91,35.92,55.84,0,0,0,252,24.17,41.25,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-3-battery_degradation-26,device-3,battery_degradation,forest_south,transition,day,28.44,80.09,566.29,weak,household_rooftop,17,normal,high,6.137071,1.217358,11.71,36.0,46.89,0,0,0,255,96.25,57.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-3-battery_degradation-27,device-3,battery_degradation,forest_south,dry,day,33.6,64.87,633.32,weak,kiosk_shared,17,intensive,high,6.134851,1.207587,11.76,36.08,34.64,0,0,0,258,106.5,81.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-3-battery_degradation-28,device-3,battery_degradation,forest_south,rainy,day,26.4,98.0,346.52,weak,household_rooftop,17,low,high,6.137226,1.21516,11.81,36.16,55.24,0,0,0,261,65.8,46.88,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-3-battery_degradation-29,device-3,battery_degradation,forest_south,harmattan,night,29.61,67.44,20.0,weak,kiosk_shared,17,normal,high,6.136129,1.21513,11.86,36.24,45.24,0,0,0,264,19.38,65.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-3-battery_degradation-30,device-3,battery_degradation,forest_south,transition,day,27.09,85.47,564.37,weak,household_rooftop,17,intensive,high,6.138425,1.204551,11.91,36.32,31.64,0,0,0,267,98.37,91.12,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-3-battery_degradation-31,device-3,battery_degradation,forest_south,dry,day,32.94,62.08,631.74,weak,kiosk_shared,17,low,high,6.137454,1.2149,11.71,36.4,54.64,0,0,0,270,108.67,41.25,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during dry
sample-3-battery_degradation-32,device-3,battery_degradation,forest_south,rainy,day,25.53,98.0,333.52,weak,household_rooftop,17,normal,high,6.13599,1.206077,11.76,36.48,43.59,0,0,0,273,66.33,57.5,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during rainy
sample-3-battery_degradation-33,device-3,battery_degradation,forest_south,harmattan,night,29.97,60.72,28.06,weak,kiosk_shared,17,intensive,high,6.137981,1.212433,11.81,36.56,28.64,0,0,0,276,22.94,81.0,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during harmattan
sample-3-battery_degradation-34,device-3,battery_degradation,forest_south,transition,day,29.01,88.41,581.32,weak,household_rooftop,17,low,high,6.143744,1.206236,11.86,36.64,54.04,0,0,0,279,103.21,46.88,8.0,1,0,MVP v2 scenario for battery_degradation in forest_south during transition
sample-3-overheating-1,device-3,overheating,forest_south,harmattan,night,28.35,58.68,56.43,weak,kiosk_shared,17,normal,high,6.145754,1.217653,12.41,47.0,76.64,0,0,0,180,6.85,55.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-3-overheating-2,device-3,overheating,forest_south,transition,day,29.89,89.86,594.21,weak,household_rooftop,17,intensive,high,6.131517,1.21611,12.46,47.08,75.64,0,0,0,183,75.57,77.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-3-overheating-3,device-3,overheating,forest_south,dry,day,35.44,74.18,622.72,weak,kiosk_shared,17,low,high,6.142829,1.214789,12.51,47.18,76.24,0,0,0,186,79.78,45.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-3-overheating-4,device-3,overheating,forest_south,rainy,day,27.82,98.0,336.5,weak,household_rooftop,17,normal,high,6.139632,1.218283,12.56,47.24,74.99,0,0,0,189,44.12,62.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-3-overheating-5,device-3,overheating,forest_south,harmattan,night,28.63,57.57,36.04,weak,kiosk_shared,17,intensive,high,6.1404,1.208455,12.61,47.32,72.64,0,0,0,192,6.67,87.75,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-3-overheating-6,device-3,overheating,forest_south,transition,day,25.75,93.52,566.24,weak,household_rooftop,17,low,high,6.140612,1.220799,12.41,47.4,75.64,0,0,0,195,74.42,50.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-3-overheating-7,device-3,overheating,forest_south,dry,day,31.67,64.45,608.0,weak,kiosk_shared,17,normal,high,6.141543,1.21252,12.46,47.48,73.34,0,0,0,198,80.31,55.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-3-overheating-8,device-3,overheating,forest_south,rainy,day,27.75,98.0,349.56,weak,household_rooftop,17,intensive,high,6.138178,1.212628,12.51,47.56,69.64,0,0,0,201,48.18,77.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-3-overheating-9,device-3,overheating,forest_south,harmattan,night,29.07,67.25,21.38,weak,kiosk_shared,17,low,high,6.149189,1.213577,12.56,47.64,75.04,0,0,0,204,7.21,45.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-3-overheating-10,device-3,overheating,forest_south,transition,day,27.99,94.87,567.19,weak,household_rooftop,17,normal,high,6.134342,1.216906,12.61,47.72,71.69,0,0,0,207,76.94,62.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-3-overheating-11,device-3,overheating,forest_south,dry,day,31.01,71.87,597.47,weak,kiosk_shared,17,intensive,high,6.134991,1.216858,12.41,47.8,66.64,0,0,0,210,81.38,87.75,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-3-overheating-12,device-3,overheating,forest_south,rainy,day,24.54,98.0,357.69,weak,household_rooftop,17,low,high,6.13079,1.204308,12.46,47.88,74.44,0,0,0,213,51.61,50.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-3-overheating-13,device-3,overheating,forest_south,harmattan,night,30.89,61.98,44.28,weak,kiosk_shared,17,normal,high,6.138701,1.22098,12.51,47.96,70.04,0,0,0,216,12.51,55.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-3-overheating-14,device-3,overheating,forest_south,transition,day,26.14,81.88,579.64,weak,household_rooftop,17,intensive,high,6.142713,1.218161,12.56,48.04,63.64,0,0,0,219,80.92,77.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-3-overheating-15,device-3,overheating,forest_south,dry,day,30.9,70.59,581.94,weak,kiosk_shared,17,low,high,6.144909,1.206044,12.61,48.12,73.84,0,0,0,222,81.81,45.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-3-overheating-16,device-3,overheating,forest_south,rainy,day,26.42,98.0,358.35,weak,household_rooftop,17,normal,high,6.145216,1.215136,12.41,48.2,68.39,0,0,0,225,54.09,62.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-3-overheating-17,device-3,overheating,forest_south,harmattan,night,31.45,60.87,62.66,weak,kiosk_shared,17,intensive,high,6.139512,1.205904,12.46,48.28,60.64,0,0,0,228,17.24,87.75,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-3-overheating-18,device-3,overheating,forest_south,transition,day,26.93,83.25,554.74,weak,household_rooftop,17,low,high,6.143448,1.210372,12.51,48.36,73.24,0,0,0,231,80.17,50.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-3-overheating-19,device-3,overheating,forest_south,dry,day,31.81,72.74,606.09,weak,kiosk_shared,17,normal,high,6.134799,1.217328,12.56,48.44,66.74,0,0,0,234,87.27,55.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-3-overheating-20,device-3,overheating,forest_south,rainy,day,24.34,98.0,377.2,weak,household_rooftop,17,intensive,high,6.146317,1.207779,12.61,48.52,57.64,0,0,0,237,58.88,77.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-3-overheating-21,device-3,overheating,forest_south,harmattan,night,29.86,66.42,33.18,weak,kiosk_shared,17,low,high,6.132088,1.212567,12.41,48.6,72.64,0,0,0,240,15.9,45.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-3-overheating-22,device-3,overheating,forest_south,transition,day,29.87,87.41,607.48,weak,household_rooftop,17,normal,high,6.136821,1.224087,12.46,48.68,65.09,0,0,0,243,89.25,62.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-3-overheating-23,device-3,overheating,forest_south,dry,day,34.43,64.49,601.65,weak,kiosk_shared,17,intensive,high,6.143644,1.204351,12.51,48.76,54.64,0,0,0,246,89.11,87.75,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-3-overheating-24,device-3,overheating,forest_south,rainy,day,26.03,98.0,391.58,weak,household_rooftop,17,low,high,6.144589,1.215517,12.56,48.84,72.04,0,0,0,249,63.1,50.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-3-overheating-25,device-3,overheating,forest_south,harmattan,night,30.24,55.32,55.38,weak,kiosk_shared,17,normal,high,6.135755,1.206012,12.61,48.92,63.44,0,0,0,252,21.11,55.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-3-overheating-26,device-3,overheating,forest_south,transition,day,30.43,88.22,603.58,weak,household_rooftop,17,intensive,high,6.144154,1.215565,12.41,49.0,51.64,0,0,0,255,91.15,77.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-3-overheating-27,device-3,overheating,forest_south,dry,day,35.3,62.82,635.65,weak,kiosk_shared,17,low,high,6.130912,1.206154,12.46,49.09,71.44,0,0,0,258,95.82,45.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-3-overheating-28,device-3,overheating,forest_south,rainy,day,24.48,98.0,344.72,weak,household_rooftop,17,normal,high,6.131665,1.216909,12.51,49.16,61.79,0,0,0,261,59.56,62.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-3-overheating-29,device-3,overheating,forest_south,harmattan,night,30.0,70.62,56.41,weak,kiosk_shared,17,intensive,high,6.147428,1.213514,12.56,49.24,48.64,0,0,0,264,23.65,87.75,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-3-overheating-30,device-3,overheating,forest_south,transition,day,27.22,89.19,551.58,weak,household_rooftop,17,low,high,6.148362,1.219891,12.61,49.32,70.84,0,0,0,267,86.97,50.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-3-overheating-31,device-3,overheating,forest_south,dry,day,31.5,62.39,601.43,weak,kiosk_shared,17,normal,high,6.134823,1.20747,12.41,49.4,60.14,0,0,0,270,93.88,55.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during dry
sample-3-overheating-32,device-3,overheating,forest_south,rainy,day,24.65,98.0,368.78,weak,household_rooftop,17,intensive,high,6.144412,1.217986,12.46,49.48,45.64,0,0,0,273,65.01,77.62,8.0,1,0,MVP v2 scenario for overheating in forest_south during rainy
sample-3-overheating-33,device-3,overheating,forest_south,harmattan,night,31.35,68.81,20.0,weak,kiosk_shared,17,low,high,6.140323,1.217767,12.51,49.56,70.24,0,0,0,276,21.43,45.0,8.0,1,0,MVP v2 scenario for overheating in forest_south during harmattan
sample-3-overheating-34,device-3,overheating,forest_south,transition,day,29.64,84.75,548.54,weak,household_rooftop,17,normal,high,6.141127,1.21933,12.56,49.64,58.49,0,0,0,279,88.98,62.5,8.0,1,0,MVP v2 scenario for overheating in forest_south during transition
sample-3-movement_and_tampering-1,device-3,movement_and_tampering,forest_south,harmattan,night,30.34,66.68,20.0,weak,kiosk_shared,17,low,high,6.133873,1.210123,12.91,33.0,82.64,1,1,1,225,2.63,41.25,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-3-movement_and_tampering-2,device-3,movement_and_tampering,forest_south,transition,day,30.46,80.16,577.39,weak,household_rooftop,17,normal,high,6.131612,1.20438,12.96,33.08,82.09,1,1,1,228,84.98,57.5,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-3-movement_and_tampering-3,device-3,movement_and_tampering,forest_south,dry,day,32.17,70.38,620.71,weak,kiosk_shared,17,intensive,high,6.135593,1.217537,13.01,33.16,80.64,1,1,1,231,91.94,81.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-3-movement_and_tampering-4,device-3,movement_and_tampering,forest_south,rainy,day,25.59,98.0,378.17,weak,household_rooftop,17,low,high,6.141339,1.206345,13.06,33.24,82.04,1,1,1,234,56.96,46.88,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-3-movement_and_tampering-5,device-3,movement_and_tampering,forest_south,harmattan,night,31.38,59.84,63.83,weak,kiosk_shared,17,normal,high,6.146409,1.211101,13.11,33.32,80.44,1,1,1,237,11.46,65.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-3-movement_and_tampering-6,device-3,movement_and_tampering,forest_south,transition,day,28.1,86.47,561.19,weak,household_rooftop,17,intensive,high,6.139896,1.204603,12.91,33.4,77.64,1,1,1,240,85.01,91.12,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-3-movement_and_tampering-7,device-3,movement_and_tampering,forest_south,dry,day,33.33,73.23,628.59,weak,kiosk_shared,17,low,high,6.138441,1.22114,12.96,33.48,81.44,1,1,1,243,95.49,41.25,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-3-movement_and_tampering-8,device-3,movement_and_tampering,forest_south,rainy,day,24.06,98.0,354.86,weak,household_rooftop,17,normal,high,6.132457,1.216685,13.01,33.56,78.79,1,1,1,246,55.95,57.5,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-3-movement_and_tampering-9,device-3,movement_and_tampering,forest_south,harmattan,night,32.05,64.67,68.87,weak,kiosk_shared,17,intensive,high,6.140051,1.208565,13.06,33.64,74.64,1,1,1,249,14.6,81.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-3-movement_and_tampering-10,device-3,movement_and_tampering,forest_south,transition,day,28.95,90.2,597.04,weak,household_rooftop,17,low,high,6.143876,1.20475,13.11,33.72,80.84,1,1,1,252,92.67,46.88,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-3-movement_and_tampering-11,device-3,movement_and_tampering,forest_south,dry,day,33.34,73.49,593.0,weak,kiosk_shared,17,normal,high,6.144167,1.210047,12.91,33.8,77.14,1,1,1,255,92.67,65.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-3-movement_and_tampering-12,device-3,movement_and_tampering,forest_south,rainy,day,24.03,98.0,393.48,weak,household_rooftop,17,intensive,high,6.129892,1.21842,12.96,33.88,71.64,1,1,1,258,64.01,91.12,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-3-movement_and_tampering-13,device-3,movement_and_tampering,forest_south,harmattan,night,31.26,57.57,55.66,weak,kiosk_shared,17,low,high,6.13172,1.215006,13.01,33.96,80.24,1,1,1,261,15.06,41.25,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-3-movement_and_tampering-14,device-3,movement_and_tampering,forest_south,transition,day,26.81,92.22,600.92,weak,household_rooftop,17,normal,high,6.129684,1.213553,13.06,34.04,75.49,1,1,1,264,95.63,57.5,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-3-movement_and_tampering-15,device-3,movement_and_tampering,forest_south,dry,day,32.16,72.5,625.83,weak,kiosk_shared,17,intensive,high,6.144013,1.21636,13.11,34.12,68.64,1,1,1,267,99.89,81.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
sample-3-movement_and_tampering-16,device-3,movement_and_tampering,forest_south,rainy,day,27.39,98.0,357.89,weak,household_rooftop,17,low,high,6.148424,1.20899,12.91,34.2,79.64,1,1,1,270,61.19,46.88,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during rainy
sample-3-movement_and_tampering-17,device-3,movement_and_tampering,forest_south,harmattan,night,30.17,65.2,20.0,weak,kiosk_shared,17,normal,high,6.147737,1.205888,12.96,34.28,73.84,1,1,1,273,12.23,65.0,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during harmattan
sample-3-movement_and_tampering-18,device-3,movement_and_tampering,forest_south,transition,day,27.55,91.73,593.41,weak,household_rooftop,17,intensive,high,6.1494,1.209418,13.01,34.36,65.64,1,1,1,276,96.93,91.12,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during transition
sample-3-movement_and_tampering-19,device-3,movement_and_tampering,forest_south,dry,day,32.88,72.3,579.78,weak,kiosk_shared,17,low,high,6.143814,1.211472,13.06,34.44,79.04,1,1,1,279,95.53,41.25,8.0,0,1,MVP v2 scenario for movement_and_tampering in forest_south during dry
